#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-05-13T09:42:01 [V7.33.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2024-05-13T09:42:01   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-oc.form=sexa&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/490/2219/table1&-order=I&-out=[M/H]c&-out=[Ba/Fe]1&-out=[Ba/Fe]2&-out=[Sr/Fe]1&-out=[Sr/Fe]2&   Full request URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.33.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#RESOURCE=yCat_74902219
#Name: J/MNRAS/490/2219
#Title: s-process enhanced stars in the LAMOST survey (Norfolk+, 2019)
#INFO ivoid=ivo://cds.vizier/j/mnras/490/2219     IVOID of underlying data collection     
#INFO creator=Norfolk B.J.     First author or institution     
#INFO cites=bibcode:2019MNRAS.490.2219N     Article or Data origin sources     
#INFO original_date=2019     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/490/2219     Dataset landing page     
#INFO publication_date=2023-05-04     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_MNRAS_490_2219_table1:
#Name: J/MNRAS/490/2219/table1
#Title: Properties of 895 s-process-rich candidates
#---Details of Columns:
#    [M/H]c ([-])   (F10.7) Metallicity from Ho et al. (2017ApJ...836....5H) (1) [ucd=phys.abund.Z]
#    [Ba/Fe]1 ([-]) (F9.6)  Ba/Fe abundance ratio for the 4554{AA} line [ucd=phys.abund]
#    [Ba/Fe]2 ([-]) (F9.6)  Ba/Fe abundance ratio for the 4934{AA} line [ucd=phys.abund]
#    [Sr/Fe]1 ([-]) (F9.6)  Sr/Fe abundance ratio for the 4077{AA} line [ucd=phys.abund]
#    [Sr/Fe]2 ([-]) (F9.6)  Sr/Fe abundance ratio for the 4215{AA} line [ucd=phys.abund]
#---------- --------- --------- --------- ---------
#[M         [Ba/F     [Ba/F     [Sr/F     [Sr/F    
#/H]c ([-]) e]1 ([-]) e]2 ([-]) e]1 ([-]) e]2 ([-])
#---------- --------- --------- --------- ---------
-0.1574268 -0.123981 -0.041458  0.798879  0.812798
 0.2599200 -0.093217 -0.019475  0.898011  0.838569
-0.6184134 -0.043636 -0.143851  0.944206  0.848093
 0.1178380 -0.064661 -0.128985  0.775306  0.738627
-0.3484501 -0.010474 -0.141185  0.854122  0.840281
-0.3703672 -0.073611 -0.064483  0.783901  0.839881
 0.1804863 -0.067467 -0.043677  0.750004  0.877643
 0.1368146 -0.081952 -0.011813  0.570361  0.701563
-0.5315972  0.721967 -0.191410  0.853387  0.808595
-0.2166283 -0.029195 -0.078407  0.800154  0.789019
 0.2065549  0.320848  0.175164  0.835124  0.820727
-0.0629404  0.446102  0.072800  0.847674  0.812462
 0.2007515 -0.197008 -0.183860  0.762990  0.813671
-0.2032531 -0.102450 -0.089452  0.592631  0.751769
-1.0579337  0.724322  0.629984  0.842125  0.925704
-0.5018670 -0.058693 -0.106516  0.931907  0.837113
-0.2956487  0.788588 -0.091967  0.824089  0.813703
 0.0892398 -0.108367 -0.032362  0.884780  1.003567
-0.0540765 -0.121510 -0.096043  0.884217  0.828591
-0.1821708 -0.089110 -0.112235  0.849524  0.796781
-0.2651435 -0.029113 -0.055645  0.813662  0.855374
-0.6212487  0.787638  0.373056  0.761604  0.777227
-0.0550744 -0.040112 -0.153189  0.788636  0.545484
 0.0484522 -0.100537 -0.008864  0.761096  0.724298
-0.2183199 -0.208207 -0.007947  0.830540  0.806906
-0.0420686 -0.119934 -0.066863  0.755290  0.733085
-0.0966626 -0.120045 -0.110346  0.711133  0.800641
-0.3569052 -0.017149 -0.135414  0.993000  0.896360
 0.2802311 -0.125087 -0.004470  0.714609  0.726691
-0.3400479 -0.081028 -0.170723  0.869585  0.792641
 0.2053761 -0.075097 -0.058939  0.577393  0.537685
 0.1009756 -0.152913 -0.007050  0.918827  0.878207
 0.3798327 -0.021613 -0.079708  0.560908  0.628028
-0.3400280 -0.051779 -0.231579  0.850365  0.867733
-0.1252885 -0.086460 -0.027157  0.830216  0.799600
-0.4366809 -0.045590 -0.070023  0.834804  0.870490
 0.0008075 -0.184015 -0.114332  0.757269  0.762241
-0.0934525  0.316608 -0.228484  0.773390  0.841019
-0.2652149  0.784291  0.890098  0.928239  0.866593
-0.5671535 -0.123364 -0.224246  0.983434  0.860762
-0.0660548 -0.130537 -0.012635  0.756080  0.783905
-0.1069893  0.786695  0.772052  0.838825  0.770938
-0.1805785  0.857192  0.267438  0.853190  0.850366
-0.0812478  0.943162  0.834469  0.895108  0.820566
-0.2923715  0.776774 -0.066277  0.902718  0.818987
-0.1292734 -0.099369 -0.019955  1.003015  0.963308
-0.0559396  0.015856 -0.115411  1.079921  0.996246
 0.0221182 -0.050450 -0.108189  0.762805  0.775732
-0.1224950  0.749136 -0.025886  1.290795  1.062895
-0.1417602 -0.023975 -0.052754  0.880850  0.836519
-0.3600876 -0.062780 -0.122789  0.813908  0.885143
 0.0023659 -0.147000 -0.045986  0.736995  0.780970
 0.1321174 -0.136005 -0.095789  0.776109  0.760565
 0.2076953 -0.087571 -0.059483  1.007886  0.942710
 0.1460474 -0.041440 -0.214328  0.794596  0.819929
 0.0569794 -0.018047 -0.080956  0.661449  0.647846
 0.3027836 -0.105060 -0.121845  1.005085  0.958584
 0.2076174 -0.088758 -0.051016  1.025898  1.019029
-0.3396809 -0.060764 -0.077486  0.873581  1.022040
-0.3393543 -0.011303 -0.102423  0.762183  0.916483
-0.3270478  0.693126  0.400578  1.018350  1.017297
 0.2461475 -0.130223 -0.104784  0.800385  0.796534
 0.1252303 -0.088718 -0.154617  0.936080  0.894915
-0.1872465 -0.127492 -0.130412  0.785821  0.878081
-0.2717516 -0.001725 -0.044208  0.771869  0.832533
-0.0836621 -0.102137 -0.048779  0.783725  0.845586
-0.4904526 -0.109415 -0.217817  0.758479  0.760989
-0.3836466  0.768289  0.461146  0.799949  0.781322
 0.0611003 -0.018428 -0.059783  0.932656  0.880704
 0.0213167 -0.050033 -0.141435  0.888752  0.836341
-0.3366515 -0.023327 -0.025093  0.795081  1.036132
-0.2559684 -0.156155 -0.011172  0.990127  1.036306
-0.1397050  0.941184 -0.060038  0.884788  0.945841
-0.3448065 -0.066231 -0.102518  0.856613  0.915692
-0.0280718 -0.129574 -0.012013  0.772690  0.875991
 0.1139834 -0.000433 -0.147395  0.863523  0.898341
 0.3953270 -0.104297 -0.058126  1.000000  1.052000
 0.1070743 -0.216318 -0.005757  0.902417  0.803020
-0.0469429 -0.064947 -0.074712  0.798283  0.818628
-0.1532281 -0.081898 -0.228272  0.904106  1.167866
-0.1207788  0.301376 -0.121009  0.927719  0.929242
-0.0746318 -0.079302 -0.081229  0.872109  0.993986
-0.1043413 -0.190445 -0.094666  0.803188  0.951798
-0.0726215 -0.030629 -0.090416  0.865574  0.780054
-0.2641554 -0.126190 -0.114941  0.776484  0.887048
-0.1703606 -0.007522 -0.103329  0.809685  0.805933
 0.0101823 -0.132735 -0.095530  0.784382  0.792887
-0.1457316 -0.045068 -0.227938  0.787481  0.789522
-0.3003797 -0.248666 -0.078853  0.769730  0.821872
-0.0587881 -0.112977 -0.021118  0.609194  0.681612
-0.4198458  0.514108  0.347168  0.797142  0.766056
 0.0104721  0.871217  0.263535  1.010459  0.986490
 0.3098988 -0.104135 -0.190298  0.840454  1.008333
 0.1630272 -0.142946 -0.104332  0.901351  0.968079
-0.2976169 -0.120215 -0.027958  0.848654  0.824930
 0.0853359 -0.074229 -0.179362  0.938023  0.920707
 0.3881394 -0.143475 -0.209153  0.999053  0.843345
-0.4224474  0.835437  0.263170  0.882267  0.802358
-0.4852327 -0.065033 -0.017547  0.926789  0.862365
 0.3384207 -0.010340 -0.124131  0.750198  0.948278
-0.4258515 -0.036471 -0.248210  0.760625  0.759155
 0.0102730 -0.009690 -0.145079  0.620403  0.773391
-0.3432701 -0.076243 -0.131304  1.256634  0.988297
-0.4532720 -0.129404 -0.182985  0.755197  0.763335
-0.0452536 -0.141105 -0.062001  0.973522  0.971043
 0.3028097 -0.091873 -0.146959  0.523042  0.765117
 0.0064081 -0.120512 -0.047313  0.769577  0.770494
-0.1119934 -0.141736 -0.085942  0.760076  0.790502
-0.3640238 -0.084704 -0.041116  0.817996  0.766194
-0.0921825  0.429808 -0.047676  0.776909  0.766813
 0.3897945 -0.235592 -0.008019  0.617029  0.659340
-0.5278352 -0.077717 -0.140252  0.816492  0.840636
-0.6953596 -0.109556 -0.096860  0.904895  0.842806
 0.0771445 -0.013784 -0.145899  0.925301  0.874302
-0.2256705 -0.040325 -0.208442  0.880858  0.868504
-0.1112961 -0.163883 -0.163305  0.804544  0.765057
-0.1370384 -0.104034 -0.007874  0.773444  0.815474
 0.0251874 -0.089405 -0.165530  0.639779  0.738606
-0.2358166  0.766269 -0.111284  0.836851  0.902697
-0.2612225  0.898040  0.144039  0.991318  0.862967
-0.6356945 -0.037517 -0.063400  0.882793  0.916008
-0.1497547 -0.121682 -0.072865  0.813715  0.850933
-0.4718767  0.324985  0.044077  1.061028  1.018079
-0.1519450 -0.230122 -0.073525  0.929221  0.862650
-0.2571229 -0.004040 -0.136927  0.900700  0.824308
-0.0654659 -0.064994 -0.247763  0.848816  0.840645
-0.0461935  0.685815 -0.131437  0.921989  0.771582
 0.1709996 -0.193706 -0.013915  0.847844  0.809967
-0.3868480  0.214681 -0.192937  0.769799  0.842587
-0.1292130 -0.001267 -0.138801  0.763281  0.803342
-0.4462641 -0.054147 -0.076816  0.773702  0.757204
-0.0133176  0.757414 -0.136981  0.877337  0.860395
-0.2867277  0.823998  0.248135  0.862488  0.759378
 0.0754592 -0.115049 -0.246772  0.792658  0.782076
-0.5528929 -0.110785 -0.115535  0.804182  0.798175
-0.3339472  0.102388  0.630351  0.862742  0.678585
 0.0009642 -0.108808 -0.038617  0.801469  0.740989
-0.2987810 -0.167911 -0.013059  0.688469  0.786846
 0.2528443 -0.053338 -0.114850  0.773196  0.857273
 0.2197714 -0.089667 -0.126215  0.836294  0.804364
-0.0247255  0.780985  0.625825  0.808158  0.945107
-0.4004468  0.842917  0.755621  0.841488  0.697387
-1.1822432  0.631356  0.572970  0.809625  0.817950
-0.6819498  1.015547  0.395142  0.889912  0.813965
 0.2635185 -0.014619 -0.067147 -0.482993  0.812372
-0.1662941 -0.061475 -0.098824  0.853240  0.844938
-0.3885697  0.870035  0.417457  0.875055  0.897717
-0.3618419 -0.002953  0.138142  0.813704  0.799935
 0.0787338  0.268521  0.772399  0.576136  0.749661
-0.1506891 -0.019324 -0.083235  0.875608  0.839614
-0.0109942 -0.093291 -0.119875  0.832501  0.811099
 0.1718720 -0.099925 -0.024034  0.829922  0.778410
-0.1473583 -0.005559 -0.075135  0.639701  0.808408
 0.0659303 -0.099641 -0.082364  0.781956  0.837887
-0.3025047 -0.025181 -0.152558  0.762724  0.818276
-0.2891509 -0.129575 -0.017760  0.892101  0.861940
-0.2685253  0.614357 -0.079392  1.033310  0.851300
-0.1162796 -0.043736 -0.064388  0.762658  0.776347
-0.0241939  0.350537 -0.133937  0.976670  0.999999
-0.3316967 -0.081165 -0.039241  0.756523  0.840982
 0.2770728 -0.028505 -0.055339  0.884048  0.874674
-0.0816803  0.762896 -0.067792  1.000000  0.995614
-0.2116638 -0.239013 -0.077196  0.853139  0.915612
-0.1682205  0.375319 -0.038857  0.700781  0.791602
 0.1776709 -0.015957 -0.005913  0.879736  0.834689
-0.3312680 -0.170990 -0.105537  0.935047  0.825743
-0.1112931 -0.141554 -0.033303  0.765637  0.801250
-0.2559390 -0.109015 -0.087088  0.957230  0.841320
-0.3045512 -0.089228 -0.004775  0.873870  0.831118
-0.5799746  0.279035 -0.225656  0.821000  0.786162
-0.1556571 -0.145633 -0.188035  0.762697  0.661389
-0.0628337 -0.222813 -0.005218  0.815814  0.734026
-0.6681370 -0.046691 -0.064250  0.755728  0.800272
-0.0302014 -0.027431 -0.105599  0.578702  0.814413
 0.1388824  0.146724 -0.049790  0.916687  0.998787
 0.0256229 -0.135807 -0.170351  0.796988  0.881195
-0.0506049  0.183715 -0.109965  1.110967  1.018050
 0.0253387 -0.021094 -0.018996  0.548758  0.769362
-0.3676593 -0.046451 -0.223920  1.100150  0.938157
-0.0701263 -0.011090 -0.034865  0.816959  0.776959
-0.2193631 -0.104501 -0.049920  0.940337  0.940313
 0.0637420 -0.166069 -0.124294  0.589238  0.894445
 0.0171107 -0.016106 -0.083560  0.839127  0.980081
 0.1009317 -0.222658 -0.048655  0.925650  0.846965
-0.0849782 -0.055692 -0.090754  0.799528  0.785685
 0.3266046 -0.004693 -0.094085 -0.066439  0.832049
-0.2782733 -0.064450 -0.063776  0.790050  0.933185
-0.3835047 -0.032903 -0.107235  0.828404  0.842787
-0.5961919  0.868875 -0.090399  1.144492  0.983494
-0.0066822 -0.030345 -0.175626  0.934735  0.820285
-0.0571700 -0.033290 -0.147150  0.815352  0.854281
-0.3600015  0.740839 -0.032916  0.871598  0.857243
-0.1111469 -0.043748 -0.056434  0.756961  0.771633
 0.1922640 -0.089941 -0.132504  0.741155  0.747144
 0.3358456 -0.079267 -0.001813  0.783485  0.861486
 0.2912754 -0.139839 -0.013924  0.774704  0.806683
-0.3827089 -0.023906 -0.027622  0.883513  0.898142
-0.1536378 -0.085269 -0.147258  0.916339  1.006487
-0.0922284 -0.148388 -0.073156  0.875049  0.917542
-0.0322469 -0.243194 -0.050432  0.780891  0.780338
 0.1012888 -0.107323 -0.132019  0.749999  0.814789
-0.3193645  0.817349  0.431359  0.932668  0.765058
-0.0706701 -0.136015 -0.026108  0.627104  0.757618
-0.0022363 -0.040373 -0.144696  0.712476  0.634659
-0.1698269 -0.144767 -0.069487  0.835652  0.637803
-0.8767939 -0.037657 -0.037419  0.867998  0.841967
-0.1060109 -0.147004 -0.210716  0.946411  0.940005
-0.2393636  0.066183 -0.230719  0.675255  0.784411
-0.7866281 -0.198657 -0.138378  0.823460  0.823568
 0.1475016 -0.023070 -0.027323  0.799612  0.870740
-0.1622522  0.813451 -0.059377  0.826611  0.832476
-0.3174752  0.576522 -0.197819 -0.240107  0.875622
-0.1920402 -0.030693 -0.015452  0.760207  0.872595
-0.2229002 -0.128228 -0.100840 -0.044988  0.823181
 0.0222418 -0.026346 -0.138230  0.706621  0.754918
-0.2519683 -0.072531 -0.032912  0.780255  0.833144
 0.0443469  0.579698 -0.007267  0.841845  0.809334
 0.1206696 -0.237476 -0.051112  0.773553  0.786033
-0.0242460  0.630271  0.677785  0.911973  0.899073
-0.6427945  1.004244  0.912715  0.837972  0.817978
-0.0628485 -0.126740 -0.028028  0.660867  0.772155
-0.2266090  0.794168  0.784882  0.903839  0.993735
 0.1366022 -0.083555 -0.202114  0.844967  0.786560
-0.0382445 -0.231872 -0.177236  0.534526  0.761046
-0.0333718  0.355860 -0.243501  0.791570  0.809452
 0.0843109 -0.101049 -0.066952  0.832259  0.851936
-0.3312759 -0.121549 -0.018093  0.764461  0.753567
 0.0295298 -0.247699  0.380959  0.919047  0.895616
 0.1711094 -0.230701 -0.042847  0.921431  0.857017
 0.2184704 -0.108469 -0.061293  0.895033  0.902601
-0.2810127  0.222772 -0.131862  0.865688  0.829256
-0.1215004 -0.062842 -0.049712  1.014577  0.977637
 0.1153046 -0.129175 -0.219095  0.966783  0.873819
-0.2895401  0.328975 -0.094815  0.965332  0.956636
-0.4877826  0.826407  0.645782  1.036156  0.922795
 0.0938927 -0.036367 -0.127121  0.805196  0.859161
-0.1059939 -0.024890 -0.044735  1.000000  0.901485
-0.0381586 -0.131859 -0.044763  0.816656  0.837007
 0.3766678 -0.018877 -0.043801  0.773306  0.864840
-0.2614364 -0.063563 -0.077730  0.742197  0.603306
-0.0645829 -0.026786 -0.087599  0.752362  0.847735
-0.3818846 -0.019339 -0.094164  0.796402  1.026030
-0.3784779  0.791550 -0.097553  0.814316  0.901213
 0.3734405 -0.105505 -0.039824  0.817986  0.815222
 0.2218023 -0.131534 -0.090317  0.782945  0.893426
 0.3628201 -0.102165 -0.056223  0.787732  0.819001
-0.2870609 -0.000921  0.454442  0.783402  0.687174
-0.3212507 -0.218649 -0.109515  0.771152  0.803978
-0.4901598  0.792803  0.098874  0.800396  0.832345
-0.1486526 -0.107751 -0.049863  0.653764 -0.132627
-0.3026249 -0.078551 -0.072212  0.811082  0.857182
 0.0024535 -0.086810 -0.078888  0.995172  0.826862
-0.2915259 -0.120425 -0.020470  0.640682  0.796071
 0.1107707  0.817093 -0.011061  0.972356  0.844626
 0.2102947 -0.016356 -0.170733  0.837132  0.754593
-0.2528670  0.586709  0.349910  0.915131  0.837254
-0.9261732  0.600591  0.577835  0.818865  1.001547
-0.5292897 -0.091816 -0.001395  0.835942  0.856011
-1.0735855  0.991786  0.157893  0.923522  1.025249
-0.6292668  0.785343  0.410195  0.773143  0.884442
 0.0528183 -0.031142 -0.099926  0.818474  1.009061
-0.3342424  0.770883  0.281864  0.821275  0.705304
-0.4935201  0.863986  0.449886  0.869327  0.991276
-0.2501474  0.920458  0.511431  0.939556  0.875827
-0.3578859  0.985183  0.811103  0.899182  0.883729
-1.0866578  0.841758  0.328761  0.778017  0.945125
-0.4449325 -0.069680 -0.110034  0.867031  0.926154
 0.0421533  0.828115  0.516613  0.886804  0.858029
-0.1965936  0.786006  0.037926  0.853199  0.812813
-0.3630320  1.029631  0.608252  0.912167  1.014938
-0.5236447  0.547820  0.406804  0.868438  0.771137
-0.1535008 -0.168018  0.043127  0.849805  0.876465
-0.1392049  0.545713  0.022397  0.771674  0.823684
-0.4542111 -0.119875 -0.135843  0.822880  0.833314
-0.0656690 -0.103599 -0.028156  0.842903  0.768962
-0.3317552 -0.013676  0.766038  0.843990  0.905278
-0.7131296  0.567879  0.360079  0.795965  0.827350
-0.3115036  0.940283  0.785522  1.001963  0.879009
-0.3219233  1.078314  1.017031  0.983658  1.109728
-0.0864027 -0.145580 -0.162188  0.831789  0.675206
 0.0295979 -0.154160 -0.178759  0.874267  0.799496
-0.5119610 -0.004792 -0.096474  0.782900  0.791468
-0.6203605 -0.047023 -0.011425  0.880020  0.980344
-0.2628742  0.303675 -0.056859  0.915695  0.852562
-0.2815415 -0.110279 -0.025534  0.782330  0.778566
-0.1384900  0.934313 -0.062170  0.860113  0.943244
 0.0187868  0.545016 -0.217171  0.916418  0.906528
-0.3312151  0.902929  0.214884  0.867806  0.834781
-0.2004116  0.766302  0.375031  0.901336  0.781096
-0.1151068 -0.053622 -0.232498  0.829282  0.782337
-0.3109181  0.885502  0.081627  0.895725  0.777383
-0.3202020  0.849806  0.808526  0.799198  0.810015
-0.2577837  0.994733 -0.106795  0.886891 -0.067354
-0.3246396  1.016191  0.330864  0.877448  0.267923
-0.1618771  0.811456 -0.150472  0.915238  0.350659
-0.3585252  0.825369 -0.244726  0.980753 -0.049984
 0.0254145  0.761828  0.099341  0.833479  0.839309
-0.1457303  0.937520 -0.051964  0.825912  0.756912
-0.4191963  0.870050  0.486702  0.778117  0.187624
 0.1225192  0.850897 -0.100002  0.791598  0.776414
-0.2988311  1.008950  0.856792  0.925652  0.875352
-0.1499373  0.848687  0.449475  0.805878  0.534959
-0.4162220  1.017216  0.866171  0.911356  0.732708
-0.5737083  1.030760  1.007769  0.928583  0.702330
-0.4067301  1.018380  0.817553  0.933120  0.103585
-0.1621512  0.839299 -0.106499  0.804661  0.531718
-0.7125131  1.007784  1.010763  1.039090  0.756193
-0.7400607  1.022222  0.887537  0.828913 -0.046554
-0.3082958  0.889016 -0.103786  0.806040  0.794380
-0.1163024  0.895198  0.896474  0.955603  0.120793
 0.2598612  0.965304  0.592454  1.200875  0.168378
 0.1342974  0.482617 -0.111817  1.008482  0.848891
-0.5402350  0.964009  0.743540  0.813564 -0.134605
 0.0483486  0.627054 -0.003400  0.859534  0.777826
 0.0029299  1.013686  0.941021  0.936864  0.909145
-0.3312169  0.963944  0.064137  0.923687  0.282333
-0.2200829  0.849608 -0.063902  1.080131  0.529463
-0.5266610  1.030112  0.525363  0.819660  0.668588
-0.5668015  1.046380  1.009427  1.022459  0.327476
-0.6402721  1.013319  0.768411  0.916229 -0.070209
-0.2194488  0.833465  0.008535  0.800219  0.512113
-0.4127016  0.961768  0.809193  0.910442  0.808170
-0.6924085  0.871299  0.962392  0.788973  0.488738
-0.5700846  1.017817  0.891872  0.823088 -0.064513
-0.4695244  0.851140  0.176398  0.921065  0.458995
-0.0659430  0.758488 -0.020919  1.000000  1.129076
-0.5795870  1.001057  0.664406  0.846539  0.111925
-0.8247773  0.987705  0.777660  0.826249 -0.053996
-0.6692210  0.673134  0.361391  0.765180 -0.090252
-0.4107044  0.870028  0.685773  0.881987  0.519339
-0.2446778  0.964894 -0.147260  0.935687  1.125104
-0.3212031  0.796139 -0.019519  0.904264  0.235602
-0.8295548  1.014271  0.899196  0.788978 -0.211372
-0.3171067  0.954408  0.662273  1.051700  1.284340
-0.2725343  0.882439 -0.028396  0.842359  0.590890
-0.2665736  0.888079 -0.072719  0.903528  0.911236
 0.1420567  0.335786 -0.019777  0.618034  0.113810
-0.4161591  0.946295 -0.102120  0.764916  0.394176
-0.9658490  1.016629  1.026162  0.782143 -0.134893
-0.2026110  0.867399  0.442010  0.767248 -0.025661
-0.6679438  0.911308  0.882621  0.902585  0.673432
-1.0390754  1.003368  0.916328  0.870573 -0.058425
-0.1150992  0.833405  0.489449  0.905158  0.770837
-0.6665263  1.008836  0.802176  0.799760 -0.051394
-0.5084100  1.029038  1.002610  0.910857 -0.003835
-0.2826127  0.900772 -0.150154  0.874952  0.896577
-0.5489003  0.930521  1.004840  0.868808  0.753269
-0.6016442  1.004405  0.847169  0.927259 -0.062190
-0.4453441  0.975044  1.011179  0.656602 -0.085145
-0.2355028  0.936340  0.798196  0.809567  0.001821
-0.4252928  0.997419  0.870956  1.010737  0.870947
-0.2769350  0.572176  0.462512  0.789821  0.294446
-0.5469908  1.071434  1.002457  0.910677 -0.008731
-0.1651756  1.013510 -0.109041  1.265390  1.409385
-0.6882982  1.001272  1.017889  0.837964 -0.163305
-0.2538750  0.842033  0.427133  0.868536 -0.246962
-0.2360906  0.888122 -0.185160  0.847345  0.604145
-0.1642683  0.881190  0.431679  0.835177  0.773847
-0.3824724  0.985970 -0.230700  0.825823 -0.031305
 0.0153523  0.809143 -0.073661  0.809058  0.511185
-0.5158103  0.879298  0.336259  0.814650 -0.040625
-0.7512213  0.908778 -0.159948  0.820127  0.780331
-0.5977788  0.946141  0.769579  0.877404  0.493409
-0.8221499  1.036350  0.871327  0.876181 -0.110826
-0.3530719  0.837822 -0.048321  0.712522  0.644346
-0.3951199  1.003384  0.765845  0.846137 -0.053327
-0.7421373  1.011438  0.576959  0.809550  0.191715
-0.9904941  1.009150  0.547334  0.905364 -0.232414
-0.5621868  1.041703  1.000000  0.957717  0.824188
-0.4826353  0.925926  0.852365  0.860815  0.813744
-0.2753139  0.909468 -0.191210  0.942580  0.484162
-0.4901692  0.834078  0.758730  0.795121 -0.095014
-0.5400624  1.034584  1.012246  0.841021  0.057951
-0.6276692  1.001944  0.782423  0.873505  0.514132
-0.3161578  0.892655  0.834175  0.911134 -0.082518
-0.5010656  0.961378  0.798981  0.818789  0.505071
-0.6336290  1.027628  0.991796  0.902602  0.019772
-0.4562289  1.001777  0.964644  0.799662 -0.112111
-0.6385830  0.912162  0.478393  0.855612 -0.090149
-0.6399005  0.859165 -0.059630  0.894020  0.312053
-0.3304858  0.921344 -0.041228  0.779594  0.753510
-0.5038568  0.940248  0.781209  0.776613  0.235415
-0.7048398  1.028694  0.913085  1.052508  0.824639
-0.5192405  0.880590  0.704099  0.788800 -0.014328
-0.6023984  1.002972  0.375927  0.993400  0.073072
-0.3841646  0.954374  0.788431  0.823455  0.595450
-0.3404090  0.762212 -0.027876  0.750635 -0.159929
-0.5072307  1.003203  0.912093  0.899815  0.789864
-0.3140239  0.911271  0.673603  0.837753  0.760467
-0.5267214  0.954846  0.750000  0.900382 -0.056036
-0.3832434  1.003008  0.751711  0.912000 -0.174855
-0.7626688  1.030188  0.822207  1.017997  0.276921
-0.0753445  0.806447 -0.031790  0.883825 -0.114743
-0.2904806  0.956652  0.472665  0.861368  1.148411
-0.3920129  1.005640  0.885201  0.942147  0.758890
-0.5157133  0.806501  0.207901  0.840029  0.170055
-0.0469455  0.880741  0.664635  0.857718  0.831477
-0.5162151  0.815861  0.835002  0.933050  0.807278
-0.4825157  0.917884  0.994872  0.842211 -0.189880
 0.1916802  0.819696 -0.074202  0.784877 -0.227041
-0.3471720  1.008936  0.772289  0.999225  0.392081
-0.5247926  1.015433  0.577929  1.022842  0.879178
-1.0469039  1.009047  0.928139  0.846765 -0.035605
-0.6756570  0.969109  0.258702  0.811246 -0.182233
-0.3555186  0.903572  0.858998  0.841724  0.012574
-0.2584444  0.929992  0.787999  0.897225  0.785158
-0.3467840  0.825861  0.461770  0.753994  0.364389
-0.7716164  1.013261 -0.091251  0.874066 -0.112969
-0.3701507  0.910572  0.538009  0.831802 -0.082227
-0.9063617  1.010066  0.631319  0.874965  0.036594
-0.5027832  1.003834  0.846879  0.884958 -0.080596
-0.6091114  0.982731  0.893741  0.807406 -0.074877
-0.2331205  0.932035 -0.113691  0.803887  0.621856
-0.2934415  0.912608  0.512946  0.768179  0.794682
-0.3623553  0.868629  0.473098  0.670649  0.397793
-0.3987540  0.910471  0.500147  0.817836 -0.169901
-0.2751526  0.853319 -0.135103  0.956967 -0.052237
-0.2384744  0.817488 -0.084006  0.902205  0.816788
-0.0330946  0.800298 -0.203239  1.005925  1.000000
-0.6568873  0.862629  0.568833  0.751241 -0.073644
-0.3556517  1.006195  0.420480  0.882814  0.767435
-0.2701955  0.926804  0.766431  0.932121  0.774446
-0.5140723  0.879391 -0.091576  0.775683  0.810926
 0.1885190  0.894899 -0.128761  1.665694  1.456480
-0.0625951  0.790668 -0.111417  0.882794  0.596821
-0.4635526  0.931430  0.446881  0.874675  0.668128
-0.3456172  0.874757  0.773770  0.879644  0.561621
 0.0024247  0.762420 -0.127653  0.926917  0.567563
-0.6856798  0.866559  0.447869  0.916282 -0.127061
-0.1678559  0.933777  0.399953  0.919203  0.554083
-0.3628815  0.801482 -0.241952  0.815318 -0.154421
-0.7475355  0.965266  0.506795  0.947396 -0.065111
-0.0439874  0.662465 -0.204587  0.766050  0.322668
-0.8175656  0.971853  0.139635  0.898091  0.725915
-0.7157468  1.026651  0.791234  0.836279 -0.129645
-0.4579575  0.876416  0.320732  1.001701  0.758560
-0.6247568  1.038220  1.016381  0.969595  0.890844
-0.3130882  0.890813  0.623762  0.812248 -0.060498
-0.6627572  1.040576  0.946885  0.963428  0.841209
-0.2982267  0.902619 -0.052715  0.969454 -0.054002
-0.1998043  0.870790 -0.000303  0.853035  0.814811
-0.0394234  1.041407  0.778703  1.288482  1.326047
-0.0489209  0.770027  0.198986  0.903149 -0.188967
-0.2127367  1.023876  0.621017  0.893602  0.833639
-0.4089825  0.923132  0.687023  0.810951 -0.204034
-0.0924832  0.815650  0.490048  0.868682  0.540819
-0.3606082  0.954199  0.472212  0.791468  0.634637
-0.2863223  0.946415  0.805095  0.818955  0.533858
-0.5260071  0.984925  0.923932  0.915761  0.632304
-0.8645649  1.008462  0.691391  0.883958 -0.037974
-0.6256613  0.811446  0.439663  0.732114 -0.065746
-0.3367553  0.853277  0.465345  0.843181 -0.170133
